candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00330,유지,1.5,재정 집행,1.3,재정 확보 및 집행,items,item:8,true,보고서 주요 내용,report,1.000,c3__1_5__report__item:4,c4__1_3__report__item:8,예산 집행의 평가 및 환류 실적: 최근 3년 자료,예산 집행의 평가 및 환류 실적: 최근 3년 자료,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 '구축·운영 현황'으로 변경,,Change type is heuristic unless verification_status is confirmed.,,chg_00331,변경,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:1,false,보고서 주요 내용,report,0.929,c3__5_1__report__item:1,c4__1_4__report__item:1,대학의 성과관리체계 구축 현황,대학의 성과관리 체계 구축·운영 현황,candidate,not_applicable,0,candidate_status,pending,true
4주기에서 item4로 유지. items 2-3(발전계획 연계 성과평가)은 신규 추가,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00332,변경,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:2,false,보고서 주요 내용,report,0.747,c3__5_1__report__item:2,c4__1_4__report__item:2,"대학 자체평가 실시 현황: 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등","대학 중장기 발전계획과 연계한 성과평가 실시 현황: 관련 규정, 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00333,신설후보,,,1.4,성과관리체계 구축 및 운영,items,item:3,true,보고서 주요 내용,report,,,c4__1_4__report__item:3,,대학 중장기 발전계획과 연계한 성과평가 환류 실적: 최근 3년 자료,needs_review,weak_candidate,5,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00334,신설후보,,,1.4,성과관리체계 구축 및 운영,items,item:4,true,보고서 주요 내용,report,,,c4__1_4__report__item:4,,"대학 자체평가 실시 현황: 관련 규정, 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등",needs_review,strong_candidate,3,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00335,유지,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:5,false,보고서 주요 내용,report,1.000,c3__5_1__report__item:3,c4__1_4__report__item:5,대학 자체평가 결과 반영 개선 실적: 최근 3년 자료,대학 자체평가 결과 반영 개선 실적: 최근 3년 자료,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
4주기 1.5 item4로 이동,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00336,이동후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,,,true,보고서 주요 내용,report,,c3__5_1__report__item:4,,"교육만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료",,needs_review,strong_candidate,5,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 신입생 충원율과 통합되어 '학생 충원 성과(기준값: 85%)'로 변경,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간;증빙,chg_00337,변경,5.2,교육성과,1.5,교육성과,items,item:1,true,보고서 주요 내용,report,0.824,c3__5_2__report__item:2,c4__1_5__report__item:1,"정원내 재학생 충원율: 최근 3년 자료, 최근 3년간 평균(기준값: 80%)","학생 충원 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 85%)",needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
"4주기 1.5 item2('졸업생 진로 성과', 기준값 55%)로 이동 4주기 1.5 item2로 이동",,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간;증빙,chg_00338,변경,5.4,취·창업지원 및 성과,1.5,교육성과,items,item:2,true,보고서 주요 내용,report,0.800,c3__5_4__report__item:1,c4__1_5__report__item:2,"졸업생의 취업률: 최근 3년 자료, 최근 3년간 평균(기준값: 50%)","졸업생 진로 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 55%)",needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00339,신설후보,,,1.5,교육성과,items,item:3,true,보고서 주요 내용,report,,,c4__1_5__report__item:3,,학생학습성과 관리 및 운영 실적: 최근 3년 자료,needs_review,weak_candidate,5,manual_complex_nm_criterion;target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 4.3 item3으로 이동,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00340,신설후보,5.4,취·창업지원 및 성과,1.5,교육성과,items,item:4,true,보고서 주요 내용,report,0.612,c3__5_4__report__item:4,c4__1_5__report__item:4,취·창업지원에 대한 만족도 조사 결과와 개선 실적: 최근 3년 자료,"교육 만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료",needs_review,strong_candidate,5,manual_complex_nm_criterion;low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 재학생 충원율과 통합되어 '학생 충원 성과(기준값: 85%)'로 변경,,Unmatched 3-cycle item requires human deletion/move review.,기준값/정량;산식/기준산정;실적기간;증빙,chg_00341,삭제/이동후보,5.2,교육성과,1.5,교육성과,,,true,보고서 주요 내용,report,,c3__5_2__report__item:1,,"정원내 신입생 충원율: 최근 3년 자료, 최근 3년간 평균(기준값: 95%)",,needs_review,possible_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 item1(학생 충원 성과)에 흡수,,Unmatched 3-cycle item requires human deletion/move review.,산식/기준산정;실적기간;증빙,chg_00342,삭제/이동후보,5.2,교육성과,1.5,교육성과,,,true,보고서 주요 내용,report,,c3__5_2__report__item:3,,정원내 신입생 및 재학생 충원율 제고를 위한 노력: 최근 3년 자료,,needs_review,weak_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 4.3 item1으로 이동,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00343,이동후보,5.4,취·창업지원 및 성과,1.5,교육성과,,,true,보고서 주요 내용,report,,c3__5_4__report__item:2,,취·창업지원 조직 현황,,needs_review,strong_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status,pending,true
4주기 4.3 item2로 이동,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00344,이동후보,5.4,취·창업지원 및 성과,1.5,교육성과,,,true,보고서 주요 내용,report,,c3__5_4__report__item:3,,취·창업지원 프로그램 운영 및 예산 편성·집행 현황: 최근 3년 자료,,needs_review,strong_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00345,유지,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,items,item:1,false,보고서 주요 내용,report,1.000,c3__5_5__report__item:1,c4__1_6__report__item:1,대학의 사회봉사 정책 및 추진 근거: 최근 3년 자료,대학의 사회봉사 정책 및 추진 근거: 최근 3년 자료,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,범위확장;산식/기준산정;실적기간;증빙,chg_00346,변경,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,items,item:2,false,보고서 주요 내용,report,0.821,c3__5_5__report__item:3,c4__1_6__report__item:2,대학의 사회봉사 프로그램(교과목 포함) 운영 실적: 최근 3년 자료,"사회봉사 프로그램(교과목 포함) 운영 실적: 최근 3년 자료, 최근 3년간 평균",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
4주기에서 삭제(item2에 흡수),4주기 신규 추가 항목,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00347,신설후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,items,item:3,true,보고서 주요 내용,report,0.595,c3__5_5__report__item:5,c4__1_6__report__item:3,대학구성원의 사회봉사 참여 실적: 최근 3년 자료,대학의 사회공헌 활동 계획: 최근 3년 자료,needs_review,weak_candidate,5,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
4주기 item4로 통합,,Change type is heuristic unless verification_status is confirmed.,범위확장;실적기간;증빙,chg_00348,신설후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,items,item:4,true,보고서 주요 내용,report,0.627,c3__5_6__report__item:1,c4__1_6__report__item:4,지역대학과의 인적·물적 자원 공유 추진 체계 및 실적: 최근 3년 자료,"지역사회(지역대학, 해외기관 등 포함)와의 연계·협력과 인적·물적 자원 공유 추진 체계 및 공유 실적(교육, 연구, 산학협력의 성과): 최근 3년 자료",needs_review,weak_candidate,5,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 item2(사회봉사 프로그램 운영 실적)에 흡수,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00349,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,보고서 주요 내용,report,,c3__5_5__report__item:2,,사회봉사 관련 교과목 및 담당교수 현황(정보공시 지침 참조): 최근 3년 자료,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 삭제(item2에 흡수),,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00350,삭제후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,보고서 주요 내용,report,,c3__5_5__report__item:4,,사회봉사에 대한 행·재정 지원 실적: 최근 3년 자료,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 item4로 통합,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00351,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,보고서 주요 내용,report,,c3__5_6__report__item:2,,지역사회와의 연계·협력 추진 체계 및 실적: 최근 3년 자료,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 item4로 통합,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00352,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,보고서 주요 내용,report,,c3__5_6__report__item:3,,산학협력 추진 체계 및 실적,,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item4로 통합,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00353,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,보고서 주요 내용,report,,c3__5_6__report__item:4,,"교육, 연구, 산학협력 성과의 지역사회 공유 실적: 최근 3년 자료",,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00354,유지,2.1,교육과정 체계,2.1,교육과정 체계,items,item:1,false,보고서 주요 내용,report,1.000,c3__2_1__report__item:1,c4__2_1__report__item:1,"교육목표, 인재상에 기초한 교육과정 체계","교육목표, 인재상에 기초한 교육과정 체계",confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00355,유지,2.1,교육과정 체계,2.1,교육과정 체계,items,item:2,false,보고서 주요 내용,report,1.000,c3__2_1__report__item:2,c4__2_1__report__item:2,교육과정 편성 체계,교육과정 편성 체계,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00356,유지,2.1,교육과정 체계,2.1,교육과정 체계,items,item:3,false,보고서 주요 내용,report,1.000,c3__2_1__report__item:3,c4__2_1__report__item:3,교육과정 개선 체계,교육과정 개선 체계,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
